"Date","NAME","FinYear","RelSurfaceArea"
1987-01-01,"Northern Territory","1987",0.055502740646851
1987-01-01,"Other Territories","1987",0.540461260078246
1987-01-01,"Queensland","1987",0.348909406341477
1987-01-01,"South Australia","1987",0.27614283611596
1987-01-01,"Tasmania","1987",0.43156894828914
1987-01-01,"Victoria","1987",0.392048687100623
1987-01-01,"Western Australia","1987",0.209417869422233
1987-01-01,NA,"1987",0.41155664607129
1987-02-01,"Australian Capital Territory","1987",0.36468899237047
1987-02-01,"New South Wales","1987",0.338668300393244
1987-02-01,"Northern Territory","1987",0.096932675379064
1987-02-01,"Other Territories","1987",0.536443499151652
1987-02-01,"Queensland","1987",0.386770857056887
1987-02-01,"South Australia","1987",0.286335154805162
1987-02-01,"Tasmania","1987",0.441319659594357
1987-02-01,"Victoria","1987",0.432450416696379
1987-02-01,"Western Australia","1987",0.178027023493712
1987-02-01,NA,"1987",0.416860239996725
1987-03-01,"Australian Capital Territory","1987",0.426751794040572
1987-03-01,"New South Wales","1987",0.315428651075528
1987-03-01,"Northern Territory","1987",0.154509718442479
1987-03-01,"Other Territories","1987",0.545931475942061
1987-03-01,"Queensland","1987",0.335616546220614
1987-03-01,"South Australia","1987",0.291285156266645
1987-03-01,"Tasmania","1987",0.437400995017403
1987-03-01,"Victoria","1987",0.421236655721053
1987-03-01,"Western Australia","1987",0.145307981216329
1987-03-01,NA,"1987",0.391449933009993
1987-04-01,"Australian Capital Territory","1987",0.405488395260414
1987-04-01,"New South Wales","1987",0.331609510577337
1987-04-01,"Northern Territory","1987",0.201318793835047
1987-04-01,"Other Territories","1987",0.536301651111662
1987-04-01,"Queensland","1987",0.331067224241668
1987-04-01,"South Australia","1987",0.30151877590255
1987-04-01,"Tasmania","1987",0.40034164397793
1987-04-01,"Victoria","1987",0.40768462282752
1987-04-01,"Western Australia","1987",0.138901444692286
1987-04-01,NA,"1987",0.366123772783124
1987-05-01,"Australian Capital Territory","1987",0.476282572209478
1987-05-01,"New South Wales","1987",0.347915814893165
1987-05-01,"Northern Territory","1987",0.197349498532388
1987-05-01,"Other Territories","1987",0.562060989188974
1987-05-01,"Queensland","1987",0.347109568791149
1987-05-01,"South Australia","1987",0.328124493302168
1987-05-01,"Tasmania","1987",0.398457245626099
1987-05-01,"Victoria","1987",0.435949988071973
1987-05-01,"Western Australia","1987",0.165748533730282
1987-05-01,NA,"1987",0.366470400641994
1987-06-01,"Australian Capital Territory","1987",0.45387040012847
1987-06-01,"New South Wales","1987",0.345657717847136
1987-06-01,"Northern Territory","1987",0.208298410875932
1987-06-01,"Other Territories","1987",0.544738778858888
1987-06-01,"Queensland","1987",0.376772251184818
1987-06-01,"South Australia","1987",0.354397209066943
1987-06-01,"Tasmania","1987",0.421397523073014
1987-06-01,"Victoria","1987",0.450065091571109
1987-06-01,"Western Australia","1987",0.192296533983425
1987-06-01,NA,"1987",0.398607501122456
1987-07-01,"Australian Capital Territory","1988",0.485524261186441
1987-07-01,"New South Wales","1988",0.395589248953159
1987-07-01,"Northern Territory","1988",0.151014199374568
1987-07-01,"Other Territories","1988",0.523157875883935
1987-07-01,"Queensland","1988",0.385790862051032
1987-07-01,"South Australia","1988",0.389092117805835
1987-07-01,"Tasmania","1988",0.41313415269323
1987-07-01,"Victoria","1988",0.473403917150523
1987-07-01,"Western Australia","1988",0.201097132910964
1987-07-01,NA,"1988",0.400693512041294
1987-08-01,"Australian Capital Territory","1988",0.450045106119548
1987-08-01,"New South Wales","1988",0.407760956093311
1987-08-01,"Northern Territory","1988",0.181856600645447
1987-08-01,"Other Territories","1988",0.469064572768071
1987-08-01,"Queensland","1988",0.401980630933885
1987-08-01,"South Australia","1988",0.395054328338605
1987-08-01,"Tasmania","1988",0.436848092247343
1987-08-01,"Victoria","1988",0.461042737812784
1987-08-01,"Western Australia","1988",0.266753847178525
1987-08-01,NA,"1988",0.406293952607535
1987-09-01,"Australian Capital Territory","1988",0.46939267985035
1987-09-01,"New South Wales","1988",0.40320772803174
1987-09-01,"Northern Territory","1988",0.0552076887774631
1987-09-01,"Other Territories","1988",0.506851277350295
1987-09-01,"Queensland","1988",0.352536116406673
1987-09-01,"South Australia","1988",0.386683887179386
1987-09-01,"Tasmania","1988",0.429788602314513
1987-09-01,"Victoria","1988",0.455679572273107
1987-09-01,"Western Australia","1988",0.289944857293835
1987-09-01,NA,"1988",0.383570519670994
1987-10-01,"Australian Capital Territory","1988",0.449834585896291
1987-10-01,"New South Wales","1988",0.437125868551349
1987-10-01,"Northern Territory","1988",0.126800100272257
1987-10-01,"Other Territories","1988",0.541605580273128
1987-10-01,"Queensland","1988",0.345813634912059
1987-10-01,"South Australia","1988",0.388465773154562
1987-10-01,"Tasmania","1988",0.414230582943205
1987-10-01,"Victoria","1988",0.455230095054859
1987-10-01,"Western Australia","1988",0.262896333034231
1987-10-01,NA,"1988",0.390253856661815
1987-11-01,"Australian Capital Territory","1988",0.44518505418176
1987-11-01,"New South Wales","1988",0.375951634714894
1987-11-01,"Northern Territory","1988",0.126605053535391
1987-11-01,"Other Territories","1988",0.501925761121973
1987-11-01,"Queensland","1988",0.353106460515988
1987-11-01,"South Australia","1988",0.353265018604596
1987-11-01,"Tasmania","1988",0.448315803882253
1987-11-01,"Victoria","1988",0.458273713909219
1987-11-01,"Western Australia","1988",0.276555858700495
1987-11-01,NA,"1988",0.400022897549147
1987-12-01,"Australian Capital Territory","1988",0.457713624500912
1987-12-01,"New South Wales","1988",0.402520702009071
1987-12-01,"Northern Territory","1988",0.0928102079209044
1987-12-01,"Other Territories","1988",0.57928495094874
1987-12-01,"Queensland","1988",0.354221537014421
1987-12-01,"South Australia","1988",0.330703760952752
1987-12-01,"Tasmania","1988",0.445201236388089
1987-12-01,"Victoria","1988",0.439915173737778
1987-12-01,"Western Australia","1988",0.247884768876693
1987-12-01,NA,"1988",0.410942228949465
1988-01-01,"Australian Capital Territory","1988",0.463756124739972
1988-01-01,"New South Wales","1988",0.397396986308674
1988-01-01,"Northern Territory","1988",0.170665936258924
1988-01-01,"Other Territories","1988",0.531541960951265
1988-01-01,"Queensland","1988",0.3754953005424
1988-01-01,"South Australia","1988",0.29890931960314
1988-01-01,"Tasmania","1988",0.391782149008951
1988-01-01,"Victoria","1988",0.427955649100273
1988-01-01,"Western Australia","1988",0.252400110682766
1988-01-01,NA,"1988",0.361867122288254
1988-02-01,"Australian Capital Territory","1988",0.387769578929418
1988-02-01,"New South Wales","1988",0.35013327158798
1988-02-01,"Northern Territory","1988",0.144252180752921
1988-02-01,"Other Territories","1988",0.571966809670508
1988-02-01,"Queensland","1988",0.378021187427113
1988-02-01,"South Australia","1988",0.280521788634315
1988-02-01,"Tasmania","1988",0.400043421506332
1988-02-01,"Victoria","1988",0.409329828070847
1988-02-01,"Western Australia","1988",0.230054073241333
1988-02-01,NA,"1988",0.352135206584823
1988-03-01,"Australian Capital Territory","1988",0.427491112826456
1988-03-01,"New South Wales","1988",0.355900960185239
1988-03-01,"Northern Territory","1988",0.230917889398932
1988-03-01,"Other Territories","1988",0.511993388821916
1988-03-01,"Queensland","1988",0.395624795483434
1988-03-01,"South Australia","1988",0.255169917067476
1988-03-01,"Tasmania","1988",0.349980080756153
1988-03-01,"Victoria","1988",0.365292716177106
1988-03-01,"Western Australia","1988",0.177068868716008
1988-03-01,NA,"1988",0.343125951996303
1988-04-01,"Australian Capital Territory","1988",0.409918231595707
1988-04-01,"New South Wales","1988",0.344448148658598
1988-04-01,"Northern Territory","1988",0.180264586333439
1988-04-01,"Other Territories","1988",0.508817768469611
1988-04-01,"Queensland","1988",0.38010849903036
1988-04-01,"South Australia","1988",0.232403820370887
1988-04-01,"Tasmania","1988",0.354869271790938
1988-04-01,"Victoria","1988",0.35265708451277
1988-04-01,"Western Australia","1988",0.204853635643663
1988-04-01,NA,"1988",0.339934519690648
1988-05-01,"Australian Capital Territory","1988",0.519533290468538
1988-05-01,"New South Wales","1988",0.381308860488032
1988-05-01,"Northern Territory","1988",0.183255070559385
1988-05-01,"Other Territories","1988",0.478366628327786
1988-05-01,"Queensland","1988",0.403975563092514
1988-05-01,"South Australia","1988",0.247716531815813
1988-05-01,"Tasmania","1988",0.342588313702941
1988-05-01,"Victoria","1988",0.366335160528923
1988-05-01,"Western Australia","1988",0.235688684875707
1988-05-01,NA,"1988",0.329997170752774
1988-06-01,"Australian Capital Territory","1988",0.5400403122565
1988-06-01,"New South Wales","1988",0.394070528194603
1988-06-01,"Northern Territory","1988",0.228319689903305
1988-06-01,"Other Territories","1988",0.516775954973241
1988-06-01,"Queensland","1988",0.394226543527743
1988-06-01,"South Australia","1988",0.318540653605368
1988-06-01,"Tasmania","1988",0.384285408778816
1988-06-01,"Victoria","1988",0.431045382934971
1988-06-01,"Western Australia","1988",0.301541014030502
1988-06-01,NA,"1988",0.362046500343203
1988-07-01,"Australian Capital Territory","1989",0.566097939958085
1988-07-01,"New South Wales","1989",0.430678951975167
1988-07-01,"Northern Territory","1989",0.155428784576345
1988-07-01,"Other Territories","1989",0.545878345257847
1988-07-01,"Queensland","1989",0.415167219457369
1988-07-01,"South Australia","1989",0.369716208011607
1988-07-01,"Tasmania","1989",0.441824011792421
1988-07-01,"Victoria","1989",0.465804187257698
1988-07-01,"Western Australia","1989",0.350547651405196
1988-07-01,NA,"1989",0.414273292253189
1988-08-01,"Australian Capital Territory","1989",0.518328251302298
1988-08-01,"New South Wales","1989",0.448158184320062
1988-08-01,"Northern Territory","1989",0.0833620656330862
1988-08-01,"Other Territories","1989",0.498939338283845
1988-08-01,"Queensland","1989",0.429766922103369
1988-08-01,"South Australia","1989",0.368162716218274
1988-08-01,"Tasmania","1989",0.44620467512737
1988-08-01,"Victoria","1989",0.476506586478325
1988-08-01,"Western Australia","1989",0.407316086607994
1988-08-01,NA,"1989",0.424808332531088
1988-09-01,"Australian Capital Territory","1989",0.625685339463488
1988-09-01,"New South Wales","1989",0.476166318444808
1988-09-01,"Northern Territory","1989",0.108576846876906
1988-09-01,"Other Territories","1989",0.616763840118858
1988-09-01,"Queensland","1989",0.408554046917608
1988-09-01,"South Australia","1989",0.374396818681836
1988-09-01,"Tasmania","1989",0.495158810894986
1988-09-01,"Victoria","1989",0.492305668241124
1988-09-01,"Western Australia","1989",0.401600641161108
1988-09-01,NA,"1989",0.438930446724551
1988-10-01,"Australian Capital Territory","1989",0.576247762927102
1988-10-01,"New South Wales","1989",0.430246800502481
1988-10-01,"Northern Territory","1989",0.0833084960497111
1988-10-01,"Other Territories","1989",0.522078605711849
1988-10-01,"Queensland","1989",0.361983396738526
1988-10-01,"South Australia","1989",0.396714926527446
1988-10-01,"Tasmania","1989",0.448927350266244
1988-10-01,"Victoria","1989",0.510167947320059
1988-10-01,"Western Australia","1989",0.420058266940043
1988-10-01,NA,"1989",0.467992864501493
1988-11-01,"Australian Capital Territory","1989",0.547700049497968
1988-11-01,"New South Wales","1989",0.441930767756074
1988-11-01,"Northern Territory","1989",0.051902900334959
1988-11-01,"Other Territories","1989",0.518145372513545
1988-11-01,"Queensland","1989",0.376107808540043
1988-11-01,"South Australia","1989",0.347830340648661
1988-11-01,"Tasmania","1989",0.491519286309663
1988-11-01,"Victoria","1989",0.487278707914322
1988-11-01,"Western Australia","1989",0.354731795336559
1988-11-01,NA,"1989",0.472879447383135
1988-12-01,"Australian Capital Territory","1989",0.550937905501895
1988-12-01,"New South Wales","1989",0.435314060515385
1988-12-01,"Northern Territory","1989",0.0723874143248621
1988-12-01,"Other Territories","1989",0.468685337302655
1988-12-01,"Queensland","1989",0.355708052381965
1988-12-01,"South Australia","1989",0.350186032183957
1988-12-01,"Tasmania","1989",0.48995335943761
1988-12-01,"Victoria","1989",0.489191902497055
1988-12-01,"Western Australia","1989",0.309872733162201
1988-12-01,NA,"1989",0.448592525353186
1989-01-01,"Australian Capital Territory","1989",0.55882651716203
1989-01-01,"New South Wales","1989",0.414610586936204
1989-01-01,"Northern Territory","1989",0.140922350563741
1989-01-01,"Other Territories","1989",0.541587135975948
1989-01-01,"Queensland","1989",0.361182097274104
1989-01-01,"South Australia","1989",0.315566572652136
1989-01-01,"Tasmania","1989",0.421621926260944
1989-01-01,"Victoria","1989",0.458415790921486
1989-01-01,"Western Australia","1989",0.326160113018885
1989-01-01,NA,"1989",0.411218820856273
1989-02-01,"Australian Capital Territory","1989",0.481090576375468
1989-02-01,"New South Wales","1989",0.423152445436686
1989-02-01,"Northern Territory","1989",0.111462632199118
1989-02-01,"Other Territories","1989",0.423781020530239
1989-02-01,"Queensland","1989",0.398476885131155
1989-02-01,"South Australia","1989",0.256608282919824
1989-02-01,"Tasmania","1989",0.430602704748095
1989-02-01,"Victoria","1989",0.423368140450994
1989-02-01,"Western Australia","1989",0.30109979000397
1989-02-01,NA,"1989",0.403465531147791
1989-03-01,"Australian Capital Territory","1989",0.436276484365882
1989-03-01,"New South Wales","1989",0.39148250504526
1989-03-01,"Northern Territory","1989",0.177102171467575
1989-03-01,"Other Territories","1989",0.498510947143884
1989-03-01,"Queensland","1989",0.403029517793326
1989-03-01,"South Australia","1989",0.212350459165751
1989-03-01,"Tasmania","1989",0.434642701816089
1989-03-01,"Victoria","1989",0.400246425810659
1989-03-01,"Western Australia","1989",0.290626662621933
1989-03-01,NA,"1989",0.390041303475708
1989-04-01,"Australian Capital Territory","1989",0.33984327152551
1989-04-01,"New South Wales","1989",0.406882415389034
1989-04-01,"Northern Territory","1989",0.204619490271879
1989-04-01,"Other Territories","1989",0.472495680716494
1989-04-01,"Queensland","1989",0.419679393012762
1989-04-01,"South Australia","1989",0.230532930379498
1989-04-01,"Tasmania","1989",0.421915823392155
1989-04-01,"Victoria","1989",0.419489940442875
1989-04-01,"Western Australia","1989",0.25416790968844
1989-04-01,NA,"1989",0.393591434353212
1989-05-01,"Australian Capital Territory","1989",0.373068452187113
1989-05-01,"New South Wales","1989",0.451616779233302
1989-05-01,"Northern Territory","1989",0.145639910189498
1989-05-01,"Other Territories","1989",0.501070834767397
1989-05-01,"Queensland","1989",0.423296172009544
1989-05-01,"South Australia","1989",0.206733348478463
1989-05-01,"Tasmania","1989",0.371915089199858
1989-05-01,"Victoria","1989",0.410179953226578
1989-05-01,"Western Australia","1989",0.303698283318961
1989-05-01,NA,"1989",0.395613494283291
1989-06-01,"Australian Capital Territory","1989",0.502932998360584
1989-06-01,"New South Wales","1989",0.474948390453535
1989-06-01,"Northern Territory","1989",0.225506149646742
1989-06-01,"Other Territories","1989",0.471456645610317
1989-06-01,"Queensland","1989",0.428136568913676
1989-06-01,"South Australia","1989",0.265217702101241
1989-06-01,"Tasmania","1989",0.430465733754277
1989-06-01,"Victoria","1989",0.473109199312977
1989-06-01,"Western Australia","1989",0.311016502347677
1989-06-01,NA,"1989",0.424141073910669
1989-07-01,"Australian Capital Territory","1990",0.406651639041512
1989-07-01,"New South Wales","1990",0.440486330282955
1989-07-01,"Northern Territory","1990",0.11737970560099
1989-07-01,"Other Territories","1990",0.424871419722934
1989-07-01,"Queensland","1990",0.426175836339408
1989-07-01,"South Australia","1990",0.313773778179542
1989-07-01,"Tasmania","1990",0.423097510981952
1989-07-01,"Victoria","1990",0.443076861377759
1989-07-01,"Western Australia","1990",0.363031877304054
1989-07-01,NA,"1990",0.424847601140244
1989-08-01,"Australian Capital Territory","1990",0.488297195745105
1989-08-01,"New South Wales","1990",0.469186386124669
1989-08-01,"Northern Territory","1990",0.0716149216760944
1989-08-01,"Other Territories","1990",0.444419389287166
1989-08-01,"Queensland","1990",0.410386281983507
1989-08-01,"South Australia","1990",0.351836876249143
1989-08-01,"Tasmania","1990",0.443296414291071
1989-08-01,"Victoria","1990",0.508762933584685
1989-08-01,"Western Australia","1990",0.363934045549046
1989-08-01,NA,"1990",0.437923558610386
1989-09-01,"Australian Capital Territory","1990",0.455729347591081
1989-09-01,"New South Wales","1990",0.411884153239582
1989-09-01,"Northern Territory","1990",0.0404052483708218
1989-09-01,"Other Territories","1990",0.44046234172488
1989-09-01,"Queensland","1990",0.373210859537863
1989-09-01,"South Australia","1990",0.360599070920916
1989-09-01,"Tasmania","1990",0.460306271474714
1989-09-01,"Victoria","1990",0.498933916728919
1989-09-01,"Western Australia","1990",0.424299780667039
1989-09-01,NA,"1990",0.445283066746617
1989-10-01,"Australian Capital Territory","1990",0.490551935249971
1989-10-01,"New South Wales","1990",0.430656852992835
1989-10-01,"Northern Territory","1990",0.0713192597409521
1989-10-01,"Other Territories","1990",0.41413655478576
1989-10-01,"Queensland","1990",0.366487231432011
1989-10-01,"South Australia","1990",0.399302810103823
1989-10-01,"Tasmania","1990",0.4498336516472
1989-10-01,"Victoria","1990",0.539990242520019
1989-10-01,"Western Australia","1990",0.330862697643705
1989-10-01,NA,"1990",0.449204684781052
1989-11-01,"Australian Capital Territory","1990",0.378685894696731
1989-11-01,"New South Wales","1990",0.435348423257728
1989-11-01,"Northern Territory","1990",0.0813112154721506
1989-11-01,"Other Territories","1990",0.483906322120356
1989-11-01,"Queensland","1990",0.419590884423923
1989-11-01,"South Australia","1990",0.331466317827164
1989-11-01,"Tasmania","1990",0.476574475402017
1989-11-01,"Victoria","1990",0.51127546350112
1989-11-01,"Western Australia","1990",0.316950593045715
1989-11-01,NA,"1990",0.455054200303249
1989-12-01,"Australian Capital Territory","1990",0.405788064893941
1989-12-01,"New South Wales","1990",0.38965526437828
1989-12-01,"Northern Territory","1990",0.0934062795137936
1989-12-01,"Other Territories","1990",0.509546990459766
1989-12-01,"Queensland","1990",0.382916278576612
1989-12-01,"South Australia","1990",0.240569927939976
1989-12-01,"Tasmania","1990",0.434618768617011
1989-12-01,"Victoria","1990",0.457727735591183
1989-12-01,"Western Australia","1990",0.29853157199884
1989-12-01,NA,"1990",0.39949282818773
1990-01-01,"Australian Capital Territory","1990",0.364254825304149
1990-01-01,"New South Wales","1990",0.382477543008812
1990-01-01,"Northern Territory","1990",0.0534641623528227
1990-01-01,"Other Territories","1990",0.505825513333434
1990-01-01,"Queensland","1990",0.369382763406195
1990-01-01,"South Australia","1990",0.266469116609396
1990-01-01,"Tasmania","1990",0.411106131593645
1990-01-01,"Victoria","1990",0.399856219496291
1990-01-01,"Western Australia","1990",0.266320447565476
1990-01-01,NA,"1990",0.384421026016335
1990-02-01,"Australian Capital Territory","1990",0.463435182405461
1990-02-01,"New South Wales","1990",0.357928410541286
1990-02-01,"Northern Territory","1990",0.174876651595987
1990-02-01,"Other Territories","1990",0.400232267354051
1990-02-01,"Queensland","1990",0.349352406045686
1990-02-01,"South Australia","1990",0.26609384860997
1990-02-01,"Tasmania","1990",0.426123070195843
1990-02-01,"Victoria","1990",0.372115661353398
1990-02-01,"Western Australia","1990",0.300270774059002
1990-02-01,NA,"1990",0.387344825794942
1990-03-01,"Australian Capital Territory","1990",0.426352860423005
1990-03-01,"New South Wales","1990",0.32307047479437
1990-03-01,"Northern Territory","1990",0.1239161409972
1990-03-01,"Other Territories","1990",0.391109900455106
1990-03-01,"Queensland","1990",0.366412466282975
1990-03-01,"South Australia","1990",0.265831378392546
1990-03-01,"Tasmania","1990",0.397637407468752
1990-03-01,"Victoria","1990",0.363151450393716
1990-03-01,"Western Australia","1990",0.279444815277903
1990-03-01,NA,"1990",0.375323134765502
1990-04-01,"Australian Capital Territory","1990",0.434673362226776
1990-04-01,"New South Wales","1990",0.365018636773534
1990-04-01,"Northern Territory","1990",0.166337739688038
1990-04-01,"Other Territories","1990",0.462717847314374
1990-04-01,"Queensland","1990",0.377832048860362
1990-04-01,"South Australia","1990",0.213845757875488
1990-04-01,"Tasmania","1990",0.375704140226047
1990-04-01,"Victoria","1990",0.334378537380986
1990-04-01,"Western Australia","1990",0.259401155514405
1990-04-01,NA,"1990",0.359156700701768
1990-05-01,"Australian Capital Territory","1990",0.418618520773144
1990-05-01,"New South Wales","1990",0.328551155449463
1990-05-01,"Northern Territory","1990",0.137398975976492
1990-05-01,"Other Territories","1990",0.467968729417046
1990-05-01,"Queensland","1990",0.395185407964766
1990-05-01,"South Australia","1990",0.192404062885885
1990-05-01,"Tasmania","1990",0.408273040577466
1990-05-01,"Victoria","1990",0.324938479867561
1990-05-01,"Western Australia","1990",0.300249601300038
1990-05-01,NA,"1990",0.380991475235755
1990-06-01,"Australian Capital Territory","1990",0.538052478656731
1990-06-01,"New South Wales","1990",0.390669973352483
1990-06-01,"Northern Territory","1990",0.268461070310029
1990-06-01,"Other Territories","1990",0.478020392781073
1990-06-01,"Queensland","1990",0.415443021828708
1990-06-01,"South Australia","1990",0.225419261588799
1990-06-01,"Tasmania","1990",0.423201802860533
1990-06-01,"Victoria","1990",0.339823536897301
1990-06-01,"Western Australia","1990",0.327366562954989
1990-06-01,NA,"1990",0.386540834778631
1990-07-01,"Australian Capital Territory","1991",0.531591028828372
1990-07-01,"New South Wales","1991",0.37623269581537
1990-07-01,"Northern Territory","1991",0.146838892751895
1990-07-01,"Other Territories","1991",0.584344652265781
1990-07-01,"Queensland","1991",0.417479082360364
1990-07-01,"South Australia","1991",0.265195989226445
1990-07-01,"Tasmania","1991",0.433875903339984
1990-07-01,"Victoria","1991",0.396352135840143
1990-07-01,"Western Australia","1991",0.338237695299741
1990-07-01,NA,"1991",0.415378770418102
1990-08-01,"Australian Capital Territory","1991",0.450697394935762
1990-08-01,"New South Wales","1991",0.438319085031428
1990-08-01,"Northern Territory","1991",0.199465737781925
1990-08-01,"Other Territories","1991",0.503998844896994
1990-08-01,"Queensland","1991",0.421368426313757
1990-08-01,"South Australia","1991",0.379091453889401
1990-08-01,"Tasmania","1991",0.460097989622535
1990-08-01,"Victoria","1991",0.410805881441469
1990-08-01,"Western Australia","1991",0.387275621259979
1990-08-01,NA,"1991",0.433462805537756
1990-09-01,"Australian Capital Territory","1991",0.579913500492729
1990-09-01,"New South Wales","1991",0.448991214729844
1990-09-01,"Northern Territory","1991",0.103362718627815
1990-09-01,"Other Territories","1991",0.526685337875819
1990-09-01,"Queensland","1991",0.382040813838992
1990-09-01,"South Australia","1991",0.407110424767409
1990-09-01,"Tasmania","1991",0.489336640650765
1990-09-01,"Victoria","1991",0.462948560324185
1990-09-01,"Western Australia","1991",0.362777830814391
1990-09-01,NA,"1991",0.466325326141255
1990-10-01,"Australian Capital Territory","1991",0.52421357090992
1990-10-01,"New South Wales","1991",0.450909497822198
1990-10-01,"Northern Territory","1991",0.142862326461472
1990-10-01,"Other Territories","1991",0.508406391590594
1990-10-01,"Queensland","1991",0.379058065983204
1990-10-01,"South Australia","1991",0.341000474359482
1990-10-01,"Tasmania","1991",0.470186692301486
1990-10-01,"Victoria","1991",0.435098909253028
1990-10-01,"Western Australia","1991",0.350348136628623
1990-10-01,NA,"1991",0.43577634532226
1990-11-01,"Australian Capital Territory","1991",0.52049372609351
1990-11-01,"New South Wales","1991",0.415272348321619
1990-11-01,"Northern Territory","1991",0.154592371976915
1990-11-01,"Other Territories","1991",0.478825201729402
1990-11-01,"Queensland","1991",0.352198791248014
1990-11-01,"South Australia","1991",0.331980997734564
1990-11-01,"Tasmania","1991",0.476567218737111
1990-11-01,"Victoria","1991",0.431484927810306
1990-11-01,"Western Australia","1991",0.262183872100169
1990-11-01,NA,"1991",0.44088640554754
1990-12-01,"Australian Capital Territory","1991",0.503938552028384
1990-12-01,"New South Wales","1991",0.364211346158305
1990-12-01,"Northern Territory","1991",0.063144743843126
1990-12-01,"Other Territories","1991",0.410735312371946
1990-12-01,"Queensland","1991",0.31318002305026
1990-12-01,"South Australia","1991",0.311246122902107
1990-12-01,"Tasmania","1991",0.454484289831626
1990-12-01,"Victoria","1991",0.361264777321295
1990-12-01,"Western Australia","1991",0.271180573172778
1990-12-01,NA,"1991",0.409971287405906
1991-01-01,"Australian Capital Territory","1991",0.440760723608744
1991-01-01,"New South Wales","1991",0.339298179537991
1991-01-01,"Northern Territory","1991",0.119123572334419
1991-01-01,"Other Territories","1991",0.454467741030141
1991-01-01,"Queensland","1991",0.342385516282097
1991-01-01,"South Australia","1991",0.305936956455942
1991-01-01,"Tasmania","1991",0.452802442359002
1991-01-01,"Victoria","1991",0.398619839652104
1991-01-01,"Western Australia","1991",0.239232551323899
1991-01-01,NA,"1991",0.400324792796979
1991-02-01,"Australian Capital Territory","1991",0.380683047095993
1991-02-01,"New South Wales","1991",0.292927888661811
1991-02-01,"Northern Territory","1991",0.121395988417049
1991-02-01,"Other Territories","1991",0.434234327629578
1991-02-01,"Queensland","1991",0.371377856440137
1991-02-01,"South Australia","1991",0.264253314965711
1991-02-01,"Tasmania","1991",0.357078282412759
1991-02-01,"Victoria","1991",0.331735436270511
1991-02-01,"Western Australia","1991",0.233303996249326
1991-02-01,NA,"1991",0.397923043798259
1991-03-01,"Australian Capital Territory","1991",0.43774571726452
1991-03-01,"New South Wales","1991",0.291962754482045
1991-03-01,"Northern Territory","1991",0.175451823249159
1991-03-01,"Other Territories","1991",0.469063972836663
1991-03-01,"Queensland","1991",0.366683152688585
1991-03-01,"South Australia","1991",0.170103321051551
1991-03-01,"Tasmania","1991",0.374862588416644
1991-03-01,"Victoria","1991",0.31599954132158
1991-03-01,"Western Australia","1991",0.197722162419213
1991-03-01,NA,"1991",0.377102352534238
1991-04-01,"Australian Capital Territory","1991",0.309682222869771
1991-04-01,"New South Wales","1991",0.223880268540464
1991-04-01,"Northern Territory","1991",0.141597506598899
1991-04-01,"Other Territories","1991",0.381601746470139
1991-04-01,"Queensland","1991",0.269932922834974
1991-04-01,"South Australia","1991",0.197480166585358
1991-04-01,"Tasmania","1991",0.347286484749563
1991-04-01,"Victoria","1991",0.311793333067246
1991-04-01,"Western Australia","1991",0.161488133525778
1991-04-01,NA,"1991",0.340346875807959
1991-05-01,"Australian Capital Territory","1991",0.318382962338247
1991-05-01,"New South Wales","1991",0.248932582132719
1991-05-01,"Northern Territory","1991",0.194960730045086
1991-05-01,"Other Territories","1991",0.461018095389197
1991-05-01,"Queensland","1991",0.307214538315215
1991-05-01,"South Australia","1991",0.180561687028296
1991-05-01,"Tasmania","1991",0.365111039221676
1991-05-01,"Victoria","1991",0.278799681106708
1991-05-01,"Western Australia","1991",0.181828163962046
1991-05-01,NA,"1991",0.32370224359726
1991-06-01,"Australian Capital Territory","1991",0.385967080701262
1991-06-01,"New South Wales","1991",0.281026839371571
1991-06-01,"Northern Territory","1991",0.12895078541132
1991-06-01,"Other Territories","1991",0.456326925294883
1991-06-01,"Queensland","1991",0.309530560105022
1991-06-01,"South Australia","1991",0.182385210536363
1991-06-01,"Tasmania","1991",0.319727708104072
1991-06-01,"Victoria","1991",0.300719435377913
1991-06-01,"Western Australia","1991",0.207214518083675
1991-06-01,NA,"1991",0.33900659409267
1991-07-01,"Australian Capital Territory","1992",0.441708784891192
1991-07-01,"New South Wales","1992",0.300693346681975
1991-07-01,"Northern Territory","1992",0.154065258564795
1991-07-01,"Other Territories","1992",0.519173558551327
1991-07-01,"Queensland","1992",0.323713826719934
1991-07-01,"South Australia","1992",0.219314334470078
1991-07-01,"Tasmania","1992",0.287170039505434
1991-07-01,"Victoria","1992",0.30243238376289
1991-07-01,"Western Australia","1992",0.305889629928065
1991-07-01,NA,"1992",0.356784579022093
1991-08-01,"Australian Capital Territory","1992",0.506217194134796
1991-08-01,"New South Wales","1992",0.318018871232017
1991-08-01,"Northern Territory","1992",0.0704243804316844
1991-08-01,"Other Territories","1992",0.455614064652872
1991-08-01,"Queensland","1992",0.264772267910089
1991-08-01,"South Australia","1992",0.343642073089513
1991-08-01,"Tasmania","1992",0.398645048088128
1991-08-01,"Victoria","1992",0.416060667074096
1991-08-01,"Western Australia","1992",0.378128576668984
1991-08-01,NA,"1992",0.400697463623109
1991-09-01,"Australian Capital Territory","1992",0.516436759106362
1991-09-01,"New South Wales","1992",0.306751764136705
